nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.364893	297.778000	-0.939957	287.610000
Bcobertura9Zona1ext	0.139431	297.829000	-0.388328	221.167000
Bcobertura13Zona1ext	0.128736	297.929000	-0.359617	62.325600
Bcobertura14Zona1ext	0.239288	297.830000	-0.693825	203.396000
Bcobertura15Zona1ext	0.000052	298.059000	-0.000185	-1.712570
Bcobertura16Zona1ext	0.000024	298.048000	-0.000050	11.761100
Bcobertura17Zona1ext	0.160468	297.945000	-0.417301	46.016100
Bfachada0Zona2ext	0.000000	298.074000	-0.000000	-73.817300
Bfachada2Zona2ext	0.472139	297.955000	-1.208850	34.382600
Bfachada0Zona3ext	0.000000	298.119000	-0.000000	-154.583000
Bfachada2Zona3ext	0.380105	298.048000	-1.016070	-149.314000
Bfachada0Zona4ext	0.000000	298.139000	-0.000000	-187.311000
Bfachada2Zona4ext	0.106079	298.110000	-0.296516	-190.296000
Bfachada0Zona5ext	0.000000	298.143000	-0.000000	-204.871000
Bfachada2Zona5ext	0.039798	298.141000	-0.038580	-204.719000
Bcobertura4Zona5ext	0.000001	298.144000	-0.000002	-211.569000
Bfachada1Zona6ext	0.000000	298.095000	-0.000000	-77.896200
Bfachada3Zona6ext	0.057612	297.934000	-0.152127	26.592200
Bfachada1Zona7ext	0.000000	298.125000	-0.000000	-153.567000
Bfachada3Zona7ext	0.137105	298.049000	-0.359702	-145.619000
Bfachada1Zona8ext	0.000000	298.138000	-0.000000	-185.040000
Bfachada3Zona8ext	0.149830	298.112000	-0.187997	-187.686000
Bfachada1Zona9ext	0.000000	298.143000	-0.000000	-202.654000
Bfachada3Zona9ext	0.038298	298.134000	-0.092551	-208.100000
Bcobertura4Zona9ext	0.000000	298.144000	-0.000000	-211.552000
Bfachada0Zona10ext	0.250666	298.080000	-0.523961	-141.748000
Bfachada5Zona10ext	0.000101	298.125000	-0.000350	-156.981000
Bfachada6Zona10ext	0.033457	298.123000	-0.083545	-161.930000
Bcobertura7Zona10ext	0.000000	298.144000	-0.000001	-212.911000
Bfachada0Zona11ext	0.000001	298.124000	-0.000003	-154.154000
Bfachada5Zona11ext	0.184716	298.073000	-0.408153	-130.527000
Bfachada6Zona11ext	0.010621	298.125000	-0.023346	-166.749000
Bcobertura7Zona11ext	0.000000	298.144000	-0.000000	-213.208000
Bfachada0Zona12ext	0.245547	298.073000	-0.647114	-138.224000
Bfachada1Zona12ext	0.003198	298.122000	-0.009048	-161.568000
Bfachada2Zona12ext	0.000000	298.120000	-0.000000	-156.180000
Bcobertura7Zona12ext	0.000000	298.144000	-0.000000	-211.497000
Bfachada0Zona13ext	0.000000	298.124000	-0.000000	-153.323000
Bfachada1Zona13ext	0.008355	298.117000	-0.019586	-155.241000
Bfachada2Zona13ext	0.104493	298.079000	-0.276404	-137.892000
Bcobertura7Zona13ext	0.000000	298.144000	-0.000000	-211.392000

