nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.284293	297.709000	-0.952075	122.998000
Bcobertura9Zona1ext	0.037609	297.755000	-0.131974	133.098000
Bcobertura13Zona1ext	0.157109	297.868000	-0.555082	-113.335000
Bcobertura14Zona1ext	0.289183	297.705000	-0.976850	106.757000
Bcobertura15Zona1ext	0.044001	297.941000	-0.151394	-129.338000
Bcobertura16Zona1ext	0.000000	298.010000	-0.000001	-173.620000
Bcobertura17Zona1ext	0.181788	297.819000	-0.604801	-82.953100
Bfachada0Zona2ext	0.000000	298.020000	-0.000000	-286.806000
Bfachada2Zona2ext	0.326314	297.873000	-1.081100	-146.737000
Bfachada0Zona3ext	0.000000	298.104000	-0.000000	-433.767000
Bfachada2Zona3ext	0.292972	298.020000	-1.008540	-440.848000
Bfachada0Zona4ext	0.000000	298.131000	-0.000000	-491.806000
Bfachada2Zona4ext	0.088635	298.113000	-0.323439	-506.694000
Bfachada0Zona5ext	0.000000	298.137000	-0.000000	-524.529000
Bfachada2Zona5ext	0.000335	298.140000	-0.001539	-528.410000
Bcobertura4Zona5ext	0.000000	298.139000	-0.000000	-536.937000
Bfachada1Zona6ext	0.000001	298.035000	-0.000005	-294.163000
Bfachada3Zona6ext	0.369900	297.893000	-1.157910	-142.876000
Bfachada1Zona7ext	0.000000	298.107000	-0.000000	-430.372000
Bfachada3Zona7ext	0.343084	298.038000	-1.148030	-440.659000
Bfachada1Zona8ext	0.000000	298.130000	-0.000000	-486.890000
Bfachada3Zona8ext	0.053011	298.125000	-0.201900	-507.134000
Bfachada1Zona9ext	0.000000	298.135000	-0.000000	-521.552000
Bfachada3Zona9ext	0.000063	298.138000	-0.000233	-533.152000
Bcobertura4Zona9ext	0.000000	298.138000	-0.000000	-537.249000
Bfachada0Zona10ext	0.289932	298.040000	-0.946589	-414.619000
Bfachada5Zona10ext	0.169604	298.066000	-0.542258	-432.546000
Bfachada6Zona10ext	0.182423	298.066000	-0.604928	-431.433000
Bcobertura7Zona10ext	0.000000	298.140000	-0.000001	-537.778000
Bfachada0Zona11ext	0.000000	298.103000	-0.000000	-433.364000
Bfachada5Zona11ext	0.213542	298.050000	-0.670985	-414.194000
Bfachada6Zona11ext	0.008252	298.091000	-0.027073	-449.895000
Bcobertura7Zona11ext	0.000000	298.138000	-0.000000	-537.457000
Bfachada0Zona12ext	0.115777	298.062000	-0.392689	-417.923000
Bfachada1Zona12ext	0.006644	298.106000	-0.021993	-432.625000
Bfachada2Zona12ext	0.000000	298.103000	-0.000000	-432.679000
Bcobertura7Zona12ext	0.000000	298.139000	-0.000000	-536.485000
Bfachada0Zona13ext	0.000005	298.102000	-0.000023	-434.427000
Bfachada1Zona13ext	0.099369	298.085000	-0.298612	-443.986000
Bfachada2Zona13ext	0.164342	298.056000	-0.532246	-417.324000
Bcobertura7Zona13ext	0.000000	298.138000	-0.000000	-536.409000

