nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.175435	297.872000	-0.480755	81.788300
Bcobertura9Zona1ext	0.004890	297.902000	-0.014476	96.420400
Bcobertura13Zona1ext	0.121278	297.943000	-0.335242	-76.437400
Bcobertura14Zona1ext	0.188778	297.850000	-0.523531	75.147200
Bcobertura15Zona1ext	0.000204	298.058000	-0.000531	-125.044000
Bcobertura16Zona1ext	0.000120	298.034000	-0.000459	-113.475000
Bcobertura17Zona1ext	0.125339	297.951000	-0.335354	-80.717100
Bfachada0Zona2ext	0.000000	298.080000	-0.000000	-201.626000
Bfachada2Zona2ext	0.291721	297.969000	-0.719560	-93.845900
Bfachada0Zona3ext	0.000000	298.123000	-0.000000	-291.345000
Bfachada2Zona3ext	0.224428	298.083000	-0.602124	-301.980000
Bfachada0Zona4ext	0.000000	298.135000	-0.000000	-329.783000
Bfachada2Zona4ext	0.028595	298.130000	-0.072450	-342.411000
Bfachada0Zona5ext	0.000000	298.138000	-0.000000	-356.210000
Bfachada2Zona5ext	0.020353	298.133000	-0.027772	-366.650000
Bcobertura4Zona5ext	0.000000	298.139000	-0.000000	-371.565000
Bfachada1Zona6ext	0.000000	298.071000	-0.000000	-205.475000
Bfachada3Zona6ext	0.142667	297.948000	-0.390147	-95.980100
Bfachada1Zona7ext	0.000000	298.122000	-0.000000	-302.836000
Bfachada3Zona7ext	0.054518	298.100000	-0.141165	-298.931000
Bfachada1Zona8ext	0.000000	298.136000	-0.000000	-341.877000
Bfachada3Zona8ext	0.000165	298.141000	-0.000528	-342.413000
Bfachada1Zona9ext	0.000000	298.140000	-0.000000	-364.574000
Bfachada3Zona9ext	0.000000	298.142000	-0.000001	-359.844000
Bcobertura4Zona9ext	0.000000	298.142000	-0.000000	-373.694000
Bfachada0Zona10ext	0.281652	298.065000	-0.713225	-280.546000
Bfachada5Zona10ext	0.000342	298.120000	-0.000819	-296.735000
Bfachada6Zona10ext	0.211927	298.086000	-0.527346	-302.972000
Bcobertura7Zona10ext	0.000000	298.139000	-0.000000	-374.295000
Bfachada0Zona11ext	0.003588	298.115000	-0.011482	-303.207000
Bfachada5Zona11ext	0.040906	298.082000	-0.108768	-280.342000
Bfachada6Zona11ext	0.022818	298.109000	-0.065467	-306.771000
Bcobertura7Zona11ext	0.000000	298.142000	-0.000000	-374.443000
Bfachada0Zona12ext	0.260364	298.069000	-0.672045	-286.418000
Bfachada1Zona12ext	0.002625	298.112000	-0.007182	-301.184000
Bfachada2Zona12ext	0.000000	298.118000	-0.000000	-294.341000
Bcobertura7Zona12ext	0.000000	298.140000	-0.000000	-370.269000
Bfachada0Zona13ext	0.012130	298.114000	-0.031956	-305.745000
Bfachada1Zona13ext	0.005553	298.116000	-0.013559	-299.820000
Bfachada2Zona13ext	0.089993	298.092000	-0.235316	-282.567000
Bcobertura7Zona13ext	0.000000	298.141000	-0.000000	-371.861000

