nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.328407	297.823000	-0.903590	92.523400
Bcobertura9Zona1ext	0.138044	297.873000	-0.381097	146.006000
Bcobertura13Zona1ext	0.151003	297.961000	-0.417304	-102.787000
Bcobertura14Zona1ext	0.245343	297.846000	-0.667448	91.129400
Bcobertura15Zona1ext	0.058775	297.967000	-0.163232	-98.751200
Bcobertura16Zona1ext	0.000009	298.062000	-0.000036	-159.253000
Bcobertura17Zona1ext	0.164245	297.924000	-0.453989	-78.125900
Bfachada0Zona2ext	0.608071	297.992000	-1.518210	-179.493000
Bfachada2Zona2ext	0.000001	298.003000	-0.000004	-60.340800
Bfachada0Zona3ext	0.495006	298.051000	-1.262760	-312.463000
Bfachada2Zona3ext	0.000001	298.110000	-0.000002	-291.054000
Bfachada0Zona4ext	0.193356	298.106000	-0.519550	-347.618000
Bfachada2Zona4ext	0.000038	298.140000	-0.000127	-358.012000
Bfachada0Zona5ext	0.003559	298.143000	-0.011814	-361.727000
Bfachada2Zona5ext	0.055678	298.142000	-0.045487	-367.361000
Bcobertura4Zona5ext	0.000001	298.145000	-0.000003	-367.963000
Bfachada1Zona6ext	0.000000	298.080000	-0.000000	-226.862000
Bfachada3Zona6ext	0.523354	297.957000	-1.358480	-58.613100
Bfachada1Zona7ext	0.000000	298.115000	-0.000000	-308.445000
Bfachada3Zona7ext	0.465553	298.042000	-1.256510	-290.521000
Bfachada1Zona8ext	0.000000	298.136000	-0.000000	-342.588000
Bfachada3Zona8ext	0.194243	298.108000	-0.548981	-354.034000
Bfachada1Zona9ext	0.000000	298.143000	-0.000000	-360.167000
Bfachada3Zona9ext	0.008623	298.142000	-0.028270	-368.783000
Bcobertura4Zona9ext	0.000000	298.144000	-0.000000	-369.057000
Bfachada0Zona10ext	0.289361	298.067000	-0.761138	-282.170000
Bfachada5Zona10ext	0.060162	298.112000	-0.138940	-307.608000
Bfachada6Zona10ext	0.291745	298.082000	-0.720408	-309.460000
Bcobertura7Zona10ext	0.000001	298.145000	-0.000001	-368.662000
Bfachada0Zona11ext	0.000000	298.126000	-0.000000	-311.325000
Bfachada5Zona11ext	0.232801	298.061000	-0.578791	-285.902000
Bfachada6Zona11ext	0.010750	298.103000	-0.027879	-320.588000
Bcobertura7Zona11ext	0.000000	298.145000	-0.000000	-368.634000
Bfachada0Zona12ext	0.116903	298.084000	-0.298007	-283.877000
Bfachada1Zona12ext	0.009762	298.129000	-0.025788	-309.029000
Bfachada2Zona12ext	0.024576	298.118000	-0.063134	-309.074000
Bcobertura7Zona12ext	0.000001	298.145000	-0.000005	-366.103000
Bfachada0Zona13ext	0.000000	298.122000	-0.000000	-310.757000
Bfachada1Zona13ext	0.008748	298.115000	-0.021715	-312.041000
Bfachada2Zona13ext	0.184532	298.075000	-0.484622	-284.293000
Bcobertura7Zona13ext	0.000000	298.145000	-0.000000	-366.773000

