nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.291955	297.754000	-0.982486	96.544100
Bcobertura9Zona1ext	0.290895	297.792000	-1.037750	23.775200
Bcobertura13Zona1ext	0.103513	297.887000	-0.373739	-82.139800
Bcobertura14Zona1ext	0.125075	297.826000	-0.438733	-30.101400
Bcobertura15Zona1ext	0.126335	297.869000	-0.449866	-52.836100
Bcobertura16Zona1ext	0.000123	298.018000	-0.000478	-145.382000
Bcobertura17Zona1ext	0.274507	297.823000	-0.980479	-49.320400
Bfachada0Zona2ext	0.355396	297.995000	-1.210230	-248.733000
Bfachada2Zona2ext	0.000437	297.972000	-0.001846	-187.888000
Bfachada0Zona3ext	0.233647	298.082000	-0.838825	-378.932000
Bfachada2Zona3ext	0.000008	298.113000	-0.000036	-399.470000
Bfachada0Zona4ext	0.021570	298.132000	-0.082689	-437.174000
Bfachada2Zona4ext	0.000000	298.134000	-0.000000	-445.682000
Bfachada0Zona5ext	0.000000	298.138000	-0.000000	-475.358000
Bfachada2Zona5ext	0.000000	298.137000	-0.000000	-471.629000
Bcobertura4Zona5ext	0.000000	298.138000	-0.000000	-484.772000
Bfachada1Zona6ext	0.000000	298.064000	-0.000000	-259.130000
Bfachada3Zona6ext	0.444434	297.943000	-1.435360	-203.020000
Bfachada1Zona7ext	0.000000	298.111000	-0.000000	-377.612000
Bfachada3Zona7ext	0.469140	298.029000	-1.545980	-393.688000
Bfachada1Zona8ext	0.000000	298.130000	-0.000000	-433.726000
Bfachada3Zona8ext	0.320169	298.072000	-1.083670	-446.301000
Bfachada1Zona9ext	0.000000	298.136000	-0.000000	-468.195000
Bfachada3Zona9ext	0.030231	298.130000	-0.115039	-473.865000
Bcobertura4Zona9ext	0.000000	298.138000	-0.000000	-482.930000
Bfachada0Zona10ext	0.070339	298.075000	-0.234329	-368.466000
Bfachada5Zona10ext	0.304401	298.053000	-1.005990	-379.844000
Bfachada6Zona10ext	0.307919	298.050000	-0.993707	-375.694000
Bcobertura7Zona10ext	0.000001	298.138000	-0.000002	-483.638000
Bfachada0Zona11ext	0.000244	298.112000	-0.000880	-384.472000
Bfachada5Zona11ext	0.318614	298.044000	-0.985331	-370.278000
Bfachada6Zona11ext	0.011338	298.119000	-0.031731	-392.832000
Bcobertura7Zona11ext	0.000016	298.136000	-0.000017	-482.570000
Bfachada0Zona12ext	0.002696	298.098000	-0.007949	-381.643000
Bfachada1Zona12ext	0.002892	298.110000	-0.009096	-378.316000
Bfachada2Zona12ext	0.002765	298.108000	-0.011608	-384.290000
Bcobertura7Zona12ext	0.000000	298.136000	-0.000000	-483.134000
Bfachada0Zona13ext	0.000001	298.108000	-0.000003	-383.124000
Bfachada1Zona13ext	0.001578	298.105000	-0.005375	-381.677000
Bfachada2Zona13ext	0.002546	298.094000	-0.009354	-381.651000
Bcobertura7Zona13ext	0.000000	298.137000	-0.000000	-481.653000

