nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.204241	297.773000	-0.676603	68.411400
Bcobertura9Zona1ext	0.006058	297.854000	-0.022794	7.315630
Bcobertura13Zona1ext	0.073547	297.885000	-0.268240	-51.612000
Bcobertura14Zona1ext	0.099101	297.841000	-0.343255	2.326340
Bcobertura15Zona1ext	0.000000	297.982000	-0.000000	-83.121000
Bcobertura16Zona1ext	0.000007	298.007000	-0.000012	-96.727100
Bcobertura17Zona1ext	0.128249	297.887000	-0.433302	-41.177300
Bfachada0Zona2ext	0.000000	298.032000	-0.000000	-211.649000
Bfachada2Zona2ext	0.189368	297.972000	-0.620080	-201.152000
Bfachada0Zona3ext	0.000000	298.116000	-0.000000	-336.560000
Bfachada2Zona3ext	0.135815	298.099000	-0.463159	-350.615000
Bfachada0Zona4ext	0.000000	298.131000	-0.000000	-387.308000
Bfachada2Zona4ext	0.000088	298.132000	-0.000342	-389.349000
Bfachada0Zona5ext	0.000000	298.135000	-0.000000	-423.291000
Bfachada2Zona5ext	0.000000	298.135000	-0.000000	-420.277000
Bcobertura4Zona5ext	0.000000	298.135000	-0.000000	-434.342000
Bfachada1Zona6ext	0.000000	298.081000	-0.000001	-210.700000
Bfachada3Zona6ext	0.000000	298.004000	-0.000000	-195.678000
Bfachada1Zona7ext	0.000000	298.121000	-0.000000	-322.651000
Bfachada3Zona7ext	0.000000	298.125000	-0.000000	-347.795000
Bfachada1Zona8ext	0.000000	298.130000	-0.000000	-377.694000
Bfachada3Zona8ext	0.000000	298.132000	-0.000000	-388.892000
Bfachada1Zona9ext	0.000000	298.134000	-0.000000	-414.826000
Bfachada3Zona9ext	0.000000	298.135000	-0.000000	-421.992000
Bcobertura4Zona9ext	0.000000	298.136000	-0.000000	-432.443000
Bfachada0Zona10ext	0.179277	298.072000	-0.573097	-333.599000
Bfachada5Zona10ext	0.000000	298.102000	-0.000000	-341.822000
Bfachada6Zona10ext	0.005978	298.102000	-0.019223	-342.911000
Bcobertura7Zona10ext	0.000000	298.137000	-0.000000	-436.976000
Bfachada0Zona11ext	0.000084	298.108000	-0.000224	-333.378000
Bfachada5Zona11ext	0.181468	298.071000	-0.576620	-333.728000
Bfachada6Zona11ext	0.248855	298.064000	-0.802319	-337.924000
Bcobertura7Zona11ext	0.000000	298.136000	-0.000000	-434.867000
Bfachada0Zona12ext	0.000181	298.095000	-0.000753	-334.073000
Bfachada1Zona12ext	0.000267	298.096000	-0.000970	-327.272000
Bfachada2Zona12ext	0.000000	298.106000	-0.000000	-336.205000
Bcobertura7Zona12ext	0.000000	298.134000	-0.000000	-431.590000
Bfachada0Zona13ext	0.000000	298.110000	-0.000001	-329.720000
Bfachada1Zona13ext	0.002953	298.086000	-0.008884	-328.104000
Bfachada2Zona13ext	0.014251	298.093000	-0.044438	-334.321000
Bcobertura7Zona13ext	0.000000	298.134000	-0.000000	-429.242000

