nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.197530	297.786000	-0.657151	76.187200
Bcobertura9Zona1ext	0.107679	297.834000	-0.391480	43.134700
Bcobertura13Zona1ext	0.055396	297.919000	-0.213627	-43.702300
Bcobertura14Zona1ext	0.083330	297.870000	-0.302546	8.975350
Bcobertura15Zona1ext	0.000000	297.999000	-0.000000	-58.173400
Bcobertura16Zona1ext	0.000112	298.013000	-0.000569	-72.703700
Bcobertura17Zona1ext	0.102370	297.911000	-0.346639	-27.798000
Bfachada0Zona2ext	0.000000	298.046000	-0.000000	-177.326000
Bfachada2Zona2ext	0.478953	297.970000	-1.560080	-147.786000
Bfachada0Zona3ext	0.000000	298.121000	-0.000000	-292.293000
Bfachada2Zona3ext	0.313360	298.074000	-1.049370	-306.035000
Bfachada0Zona4ext	0.000000	298.134000	-0.000000	-334.646000
Bfachada2Zona4ext	0.008357	298.134000	-0.031749	-341.969000
Bfachada0Zona5ext	0.000000	298.138000	-0.000000	-362.921000
Bfachada2Zona5ext	0.000000	298.138000	-0.000000	-366.302000
Bcobertura4Zona5ext	0.000000	298.139000	-0.000000	-374.398000
Bfachada1Zona6ext	0.015485	298.060000	-0.067405	-183.031000
Bfachada3Zona6ext	0.000000	297.982000	-0.000000	-150.304000
Bfachada1Zona7ext	0.000460	298.117000	-0.002148	-286.571000
Bfachada3Zona7ext	0.000000	298.124000	-0.000000	-308.113000
Bfachada1Zona8ext	0.000000	298.134000	-0.000000	-334.996000
Bfachada3Zona8ext	0.000000	298.137000	-0.000000	-340.504000
Bfachada1Zona9ext	0.000000	298.138000	-0.000000	-363.368000
Bfachada3Zona9ext	0.000000	298.139000	-0.000000	-364.949000
Bcobertura4Zona9ext	0.000000	298.139000	-0.000000	-373.956000
Bfachada0Zona10ext	0.154793	298.079000	-0.504392	-286.744000
Bfachada5Zona10ext	0.000000	298.110000	-0.000001	-292.913000
Bfachada6Zona10ext	0.005477	298.110000	-0.018977	-294.571000
Bcobertura7Zona10ext	0.000000	298.140000	-0.000000	-375.737000
Bfachada0Zona11ext	0.000000	298.111000	-0.000000	-291.630000
Bfachada5Zona11ext	0.084442	298.085000	-0.265898	-287.207000
Bfachada6Zona11ext	0.004593	298.103000	-0.013708	-294.075000
Bcobertura7Zona11ext	0.000000	298.140000	-0.000000	-375.254000
Bfachada0Zona12ext	0.013732	298.108000	-0.046308	-291.501000
Bfachada1Zona12ext	0.000384	298.100000	-0.001492	-284.103000
Bfachada2Zona12ext	0.000000	298.113000	-0.000000	-288.386000
Bcobertura7Zona12ext	0.000000	298.137000	-0.000000	-371.415000
Bfachada0Zona13ext	0.000015	298.114000	-0.000067	-290.575000
Bfachada1Zona13ext	0.002746	298.104000	-0.008396	-286.003000
Bfachada2Zona13ext	0.011925	298.097000	-0.037524	-289.361000
Bcobertura7Zona13ext	0.000000	298.137000	-0.000000	-371.260000

