nom	CHTC	Ta	CHT	Cp
Bcobertura0Zona1ext	0.499677	297.221000	0.397773	-10.341400
Bcobertura9Zona1ext	0.749540	297.211000	0.523384	-124.097000
Bcobertura13Zona1ext	0.384589	297.188000	0.301607	13.310900
Bcobertura14Zona1ext	0.858508	297.213000	0.691766	-226.139000
Bcobertura15Zona1ext	0.451168	297.217000	0.397006	-4.734750
Bcobertura16Zona1ext	0.481542	297.213000	0.380832	-13.314900
Bcobertura17Zona1ext	0.392840	297.186000	0.341612	20.602100
Bfachada0Zona2ext	0.546275	297.281000	0.724374	-958.272000
Bfachada2Zona2ext	0.809584	297.266000	0.916438	-1094.720000
Bfachada0Zona3ext	0.659568	297.248000	0.909551	-2915.280000
Bfachada2Zona3ext	0.879106	297.245000	1.032510	-3094.720000
Bfachada0Zona4ext	0.777202	297.250000	1.070860	-4890.770000
Bfachada2Zona4ext	0.936072	297.248000	1.095230	-5064.010000
Bfachada0Zona5ext	0.872225	297.251000	1.180420	-6908.990000
Bfachada2Zona5ext	0.938194	297.246000	1.085980	-7030.550000
Bcobertura4Zona5ext	0.680759	297.283000	0.500874	-8135.620000
Bfachada1Zona6ext	0.570704	297.266000	0.649693	-968.792000
Bfachada3Zona6ext	0.781393	297.262000	0.890266	-1092.550000
Bfachada1Zona7ext	0.668476	297.240000	0.788605	-2923.780000
Bfachada3Zona7ext	0.859209	297.251000	1.008550	-3084.450000
Bfachada1Zona8ext	0.754664	297.239000	0.890896	-4896.260000
Bfachada3Zona8ext	0.954984	297.255000	1.163080	-5083.190000
Bfachada1Zona9ext	0.853326	297.241000	0.992579	-6904.760000
Bfachada3Zona9ext	1.004960	297.266000	1.324690	-7079.710000
Bcobertura4Zona9ext	0.754550	297.223000	0.596762	-8097.410000
Bfachada0Zona10ext	0.795742	297.253000	0.921170	-3948.720000
Bfachada5Zona10ext	0.667626	297.244000	0.915231	-3932.370000
Bfachada6Zona10ext	0.492182	297.211000	0.593995	-3895.650000
Bcobertura7Zona10ext	0.652868	297.238000	0.508204	-8054.480000
Bfachada0Zona11ext	0.672269	297.238000	0.789492	-3956.130000
Bfachada5Zona11ext	0.757301	297.250000	0.922992	-3945.810000
Bfachada6Zona11ext	0.462492	297.205000	0.559056	-3903.980000
Bcobertura7Zona11ext	0.621441	297.223000	0.491190	-8022.820000
Bfachada0Zona12ext	0.830145	297.232000	0.976367	-4192.390000
Bfachada1Zona12ext	0.691285	297.218000	0.859960	-4006.930000
Bfachada2Zona12ext	0.765344	297.266000	1.034540	-3918.690000
Bcobertura7Zona12ext	0.738880	297.253000	0.568058	-8187.630000
Bfachada0Zona13ext	0.739735	297.254000	0.857613	-3918.380000
Bfachada1Zona13ext	0.495605	297.198000	0.628208	-3934.100000
Bfachada2Zona13ext	0.732456	297.228000	0.919118	-4151.360000
Bcobertura7Zona13ext	0.671443	297.199000	0.544374	-8114.690000

